src,tgt,lang,source,src_tokens,tgt_tokens,len_ratio
අපේ එලාම් ඔවුන් අක්‍රීයකරලා.,All the outgoing alarms have been disabled.,si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
කවුරුවත් හිටියෙ නෑ...,There was no one..,si,opus_ne_si_en_train.csv,3,4,0.75
"කොච්චර හොඳද, සිගාර්ඩ්.",So nice. Sigurd.,si,opus_ne_si_en_train.csv,3,3,1.0
"මචෝ, මම හැදුවා මෘදුකාංගයක් ඕනේම ජාලයකට ප්‍රවේශ වෙන්න පුළුවන් විදියේ මේ ලෝකේ පුරාම,","Dude, when you create your own software that owns access to every government and law enforcement agency in the world, you can call it whatever the hell you want.",si,opus_ne_si_en_train.csv,13,29,0.4482758620689655
වලාකුලු සැතපුම් තුනක විශ්කම්බයක් යටතේ අඩුවීගෙන ප්‍රසාරණය වීමට පටං ගෙන.,Clouds have receded to a three mile radius and are expanding.,si,opus_ne_si_en_train.csv,10,11,0.9090909090909092
गार्डेन शहर,Garden City,ne,opus_ne_si_en_train.csv,2,2,1.0
"ඒ වගේම මම දැනගත්තා වචනයෙන් කිව්වෙ නැති වුණාට,",And even though Miss Annabeth never said it...,si,opus_ne_si_en_train.csv,8,8,1.0
රැවුල කපද්දී කැපුණා.,I cut myself shaving.,si,opus_ne_si_en_train.csv,3,4,0.75
"කරුණාකරලා, ඔහුට ඔහුගේ අම්මව ඕනේ∙",Please. He needs his mother.,si,opus_ne_si_en_train.csv,5,5,1.0
ඔබට පුතෙක්.,You have a son.,si,opus_ne_si_en_train.csv,2,4,0.5
ඔයාට ඉදගන්න පුලුවන්ද එතකොට අපිට එකට කියවන්න පුලුවන්?,Can you sit down and we can read together?,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
මේ බොරු කාරයෝ ඔක්කොගෙම ඉල්ලා අස්වීම පිළිගන්නවද? සියළුම දූෂිතයින්ගේ?,"And do you accept the resignations of all these liars, of all the corrupt?",si,opus_ne_si_en_train.csv,9,14,0.6428571428571429
-ලුතිනන්.මට තාමත් මේක නුහුරුයි වගේ.,-Lieutenant. Still gotta get used to that.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
ඒක තමා අපිට වෙච්ච දේත්.,That is what happened to us.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
ඔයා දන්නේ නැහැ ඔයා අනික් ගැහැණු එක්ක අගර දරාග පාන විත්තිය එකෙන් ඔවුන් එක්ක ඇඳට යන්න අවශ්‍ය බව පෙන්වන විත්තිය?,You don't know that you're flirting with other women and showing them you want to bed them?,si,opus_ne_si_en_train.csv,20,17,1.1764705882352942
"ටීචර්, මං. ටීචර්.","Teacher, I. Teacher.",si,opus_ne_si_en_train.csv,3,3,1.0
"මේ මිනිස්සුන්ට පුළුවන්... ...අවංක සේවයේ වටිනකම ඉගෙන ගන්න ගමන් සමාජයට වැඩක් කරන්න... ...බදු ගෙවන ජෝන් Q දෙපලට ඉතා අඩු, නාමික වියදමක් කරමින්.",These men can learn the value of an honest day's labor and provide a service to the community at a bare minimum of expense to Mr. and Mrs. John Q. Taxpayer.,si,opus_ne_si_en_train.csv,22,31,0.7096774193548387
අපේ රණවරුවන්ගේ ශක්තිමත් දත් වලින් අන්තිමේ ඌව ඉරලා දැම්මත්... ...ඌව සම්පූර්ණයෙන් විනාශ කරන්න පුලුවන් ගින්දරට විතරයි.,"Our warriors' sharp teeth finally tore it apart, but only fire would completely destroy it.",si,opus_ne_si_en_train.csv,16,15,1.0666666666666669
एन/डि तर यदि डि ले ए लाई भाग गरेमा फर्काउनुहोस् अन्यथा गार्वेजमा फर्किन्छ (यो एन/डि लेख्नु भन्दा छिटो छ ),Return n/d but only if d divides n else returns garbage (this is faster than writing n/d),ne,opus_ne_si_en_train.csv,20,17,1.1764705882352942
"හැරත්, ඔයා දැනටමත් දන්නව මම උනන්දුයි කියල.","Besides, you already know I'm interested.",si,opus_ne_si_en_train.csv,7,6,1.1666666666666667
ඒ වගේම අපිට පුළුවන් වේවි කුඩයක් හොයා ගන්න.,And we might be able to find ourselves an umbrella.,si,opus_ne_si_en_train.csv,8,10,0.8
तस्विर दर देखाउनुहोस्,Show grid,ne,opus_ne_si_en_train.csv,3,2,1.5
"බලන්න, අපි එකට පන්ති තුනක හිටියා.","Look, we've had three classes together.",si,opus_ne_si_en_train.csv,6,6,1.0
"නෑ, උබ උපදසෝ දීලා ඉවරයි","No, you were in charge, Horace.",si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
කෝ.. තාත්තා ගාවට එන්න,Come on...dad will carry you,si,opus_ne_si_en_train.csv,4,5,0.8
-ඔයාට එහෙම කියන්න පුළුවන්∙,"- Well, if you can call it that.",si,opus_ne_si_en_train.csv,4,8,0.5
% 1 फाइलका लागि Exif अभिमुखीकरण सुधार गर्न असफल,Add information to files,ne,opus_ne_si_en_train.csv,9,4,2.25
सञ्जालमा सार्वजनिक फाइल साझेदारी गर्नुहोस्,Share Public directory over the network,ne,opus_ne_si_en_train.csv,5,6,0.8333333333333334
समष्टि ढाँचाबद्ध गर्नुहोस्,Protected allow row formatting,ne,opus_ne_si_en_train.csv,3,4,0.75
कर्सरमा क्लिपबोर्डका सामाग्री टाँस्नुहोस्,Paste the contents of the clipboard at the cursor,ne,opus_ne_si_en_train.csv,4,9,0.4444444444444444
"එන්න, එන්න.",Cmon. Cmon. Get in.,si,opus_ne_si_en_train.csv,2,4,0.5
අපි මේ ගැන හොයාල බලමු.,We'll investigate this.,si,opus_ne_si_en_train.csv,5,3,1.6666666666666667
"අපි උත්සහ කලා, අපිට බැරි උනා.",We tried and we failed!,si,opus_ne_si_en_train.csv,6,5,1.2
ඉල්ලා සිටියා කරලා දෙන්න කියලා.,Request slipped through the cracks.,si,opus_ne_si_en_train.csv,5,5,1.0
"ඔබ බුද්ධිමත් වේවි, වෙනස මතක තියා ගන්න.",You would be wise to remember the difference.,si,opus_ne_si_en_train.csv,7,8,0.875
එයා හැමතිස්සේම මා වෙනුවෙන් හිටියා.,He's always there for me.,si,opus_ne_si_en_train.csv,5,5,1.0
- වනෙ දයකෝ මතක් වෙලා?,- And remember something else?,si,opus_ne_si_en_train.csv,5,5,1.0
ඒක කරන්නම්.,- It does.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"सायन, म्याजेन्टा, पहेंलो, कालो","Cyan, Magenta, Yellow, Black",ne,opus_ne_si_en_train.csv,4,4,1.0
කවුද වෙඩි තිබ්බේ?,Who fired?,si,opus_ne_si_en_train.csv,3,2,1.5
මරලා දාපන්.,Kill them all.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
ඉතින් ඒක?,What about it?,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
ඔයා හොඳට ඉගනගත්ත කෙනෙක්.,You're highly educated...,si,opus_ne_si_en_val.csv,4,3,1.3333333333333333
ඒත් ඒක නවත්තන්න පුලුවන්.,But this can be avoided.,si,opus_ne_si_en_test.csv,4,5,0.8
आदेश बटन,Command Button,ne,opus_ne_si_en_train.csv,2,2,1.0
ඔබට විශ්වාසයි මේක හදිසි ආබාධයක් කියලා ?,You're confident that was a seizure?,si,opus_ne_si_en_train.csv,7,6,1.1666666666666667
ඔයා නඩුකාරයද?,Are you ajudge?,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
ඒක කරලා දානවා!,And you do it now!,si,opus_ne_si_en_train.csv,3,5,0.6
"එහෙනම් අපට කියන්න, ආලෝකයෙ සොයුරියන් ඔබට දිව්‍යමය ශක්තිය විද්‍යාමාන කරන්න උදව් කලාද?","So tell us, did the Sisters of the Light help you manifest this divine strength?",si,opus_ne_si_en_train.csv,12,15,0.8
ලැයිස්තුව එක් කිරීමේ දෝෂයකි,Error adding list,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
මං ඒකෙන් හොඳ ජාතියේ මත්ද්‍රව්‍ය ගන්න බැලුවේ.,I'm gonna use it to buy designer drugs.,si,opus_ne_si_en_train.csv,7,8,0.875
"ඒ මම නෙවෙයි, සර්","It's not me, sir",si,opus_ne_si_en_train.csv,4,4,1.0
ඊට පස්සේ ජන්ගුව එළියට ගන්න.,Get Jugnu out.,si,opus_ne_si_en_train.csv,5,3,1.6666666666666667
ඔයා මොනවම හරි දැනගෙන ඉන්න ඕනෙනේ.. අපිව හරි මාර්ගයට ගන්න පුලුවන්.,But you'd know something... some truth to take us to destination.,si,opus_ne_si_en_train.csv,11,11,1.0
මගේ පුතාත් අවුරුදු 3ක් ඉල්ලුම්පත්‍ර දැම්මා. ප්‍රතික්ෂේප වුනා. හැම සැරේම,My own son applied for 3 years rejected everytime,si,opus_ne_si_en_train.csv,10,9,1.1111111111111112
"මට ඕනේ ඔයාගෙන් ඒක බලාගන්න, ඔයාට මොනවද මට කරන්න ඕනේ?","I need you to show me, what you wanna do to me.",si,opus_ne_si_en_train.csv,10,12,0.8333333333333334
लम्बाइ चलाउने सङ्केतन,Run Length Encoding,ne,opus_ne_si_en_train.csv,3,3,1.0
මම කිව්වේ.. ඔයාගෙන් උදව් බලාපොරොත්තු වෙන්න බෑ ඔයා තුවාල කරපු හැම අහිංසක සතෙක්ටම.,"I mean, you can't be expected to help every innocent creature you wound.",si,opus_ne_si_en_train.csv,13,13,1.0
ඔයාට මතකද මම මේවා කන හැටි කියලා දුන්නා.,Remember how I taught you to eat them.,si,opus_ne_si_en_train.csv,8,8,1.0
- කොහෙටද තමුසෙ ඊළඟට බෝම්බ දාන්නෙ?,- Where are you bombing next?,si,opus_ne_si_en_train.csv,6,6,1.0
स्तम्भको चौडाइ परिवर्तन गर्नुहोस्,Change the width of a column,ne,opus_ne_si_en_train.csv,4,6,0.6666666666666666
මට ඒ වගෙ අනිවාර්ය අවශ්යතා සහ කතා දරා ගන්න බෑ.,I can't bear such formalities and talks.,si,opus_ne_si_en_train.csv,10,7,1.4285714285714286
Bye.පරිස්සමින් ඉන්න.,Bye. Take care.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"රනිල කුලේ ගස් වලට අමුතුම කැමැත්තක් පෙන්නුවත්, මගෙ තාත්තා විෂිශ්ඨ කෙනෙක්.","My daddy was a great man, even if he did exhibit a proclivity for legumes.",si,opus_ne_si_en_train.csv,11,15,0.7333333333333333
ඒක හිතාගන්න බෑ,"Okay, that is freaky",si,opus_ne_si_en_train.csv,3,4,0.75
මම හිතන්නේ අපි මෙතන්ට ආවේ ඊජිප්තු ගැන කතා කරන්න මිසක් ඒලියන්ස් ලා ගැන කතා කරන්න නෙමෙයි...,"I thought we were here to talk about Egypt, not aliens.",si,opus_ne_si_en_train.csv,16,11,1.4545454545454546
तपाईँ सो तालिका मेट्न यकिन हुनुहुन्छ ?,Are you sure that you want to rename this table?,ne,opus_ne_si_en_train.csv,7,10,0.7
ඒ වගෙ තමයි පේන්නෙ?,Does it look like it?,si,opus_ne_si_en_train.csv,4,5,0.8
"ඔබ දෙනෙත් ඉවත්කරගන්න එපා, කිට්","Keep your eyes peeled,Kitt.",si,opus_ne_si_en_train.csv,5,4,1.25
ඔයාට තව දුරටත් මාව වැඩක් නෑ මොකද ඔයාට මුකුත් කරගන්න බෑ කියලා,You don't find me attractive anymore. Because I don't have six packs.,si,opus_ne_si_en_train.csv,12,12,1.0
अमेरिका/ आदक,America/ Adak,ne,opus_ne_si_en_train.csv,2,2,1.0
- මං ඇතුලට කතා කරන්නම්.,- I'll call it in.,si,opus_ne_si_en_train.csv,5,5,1.0
हालको रङ योजनाको सङ्ख्या ।,The number of the current color scheme.,ne,opus_ne_si_en_train.csv,5,7,0.7142857142857143
केप क्यानाभेरल,Cape Canaveral,ne,opus_ne_si_en_train.csv,2,2,1.0
फाइल बचत गर्न सकिँदैन %s,Add entry to favorites,ne,opus_ne_si_en_train.csv,5,4,1.25
ඇයි ඔයා එහෙම කියන්නෙ?,What're you saying that for?,si,opus_ne_si_en_train.csv,4,5,0.8
ගිම්හානය උදා වුණා.,Summer's just begun,si,opus_ne_si_en_train.csv,3,3,1.0
"මේ.. ප්‍රනාන්දු, මේකව අර කාමරේ එල්ලනව.","Hey, Fernando, hang these up in the other room.",si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
නැගිටින්න නැගිටින්න මිනිහෝ.,"Hey, wake up, man. You gotta wake up.",si,opus_ne_si_en_train.csv,3,8,0.375
මම හිතනවා මේක තමයි වෙලාව මේක ගැන කතා කරන්න තියන∙,I guess it's time we talked about this.,si,opus_ne_si_en_train.csv,10,8,1.25
අපි හොඳින්,We're fine.,si,opus_ne_si_en_train.csv,2,2,1.0
बन्द गरिएको बग देखाउनुहोस्,Show Closed Bugs,ne,opus_ne_si_en_train.csv,4,3,1.3333333333333333
मुख्य सञ्झ्यालमा निजी सन्देशको प्रति देखाउनुहोस्,Show copy of personal messages in main window,ne,opus_ne_si_en_train.csv,6,8,0.75
% 1 ගොනුව සුරකිය නොහැක,Cannot save file %1,si,opus_ne_si_en_train.csv,5,4,1.25
ඔයා රුසේ ඩැනියල් රූසේ නේද?,You rousseau? Danielle rousseau?,si,opus_ne_si_en_train.csv,5,4,1.25
බ්‍රේක් ෆ්ලුයිඩ් යනව.,Lost brake fluid.,si,opus_ne_si_en_train.csv,3,3,1.0
"මිස්ටර් ග්‍රීන්, හඳුනගන්න උතුරේ නෝර්ම්ව.","Mr. Greene, meet norm of the north.",si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
"එක එක තැන් , අරවගේ දේවල්.","All the hotspots, stuff like that.",si,opus_ne_si_en_train.csv,6,6,1.0
मुख्य भाग,body part,ne,opus_ne_si_en_train.csv,2,2,1.0
මේ ඩියුක් පර්කින්ස්.,This is Duke Perkins.,si,opus_ne_si_en_train.csv,3,4,0.75
අපි ඩෙනිසන් වලදි හම්බවෙමු.,We'll meet up in denison.,si,opus_ne_si_en_train.csv,4,5,0.8
"ඇත්තටම මට බයයි, අනික මං ස්ටේජ් එකට යන්නෙවත් නෑ.","I'm actually nervous, and I'm not even going onstage.",si,opus_ne_si_en_train.csv,9,9,1.0
"මම ඒකෙන් දුව්නනම්, හරියට හොරකම් කරා වගේ.",I'll ride it like I stole it.,si,opus_ne_si_en_train.csv,7,7,1.0
"උඹ විතරක් නෙමෙයි බලාපොරොත්තුවෙන් ඉන්නේ, බොබී.",You're not the only one I was expecting.,si,opus_ne_si_en_train.csv,6,8,0.75
මම දන්නේ නෑ ඒ ඔයා කියලා.,I didn't know it was you.,si,opus_ne_si_en_train.csv,6,6,1.0
पछिल्लो देखाउनुहोस्,Very Easy,ne,opus_ne_si_en_train.csv,2,2,1.0
හැමවෙලේම ඔබ කරන්නේ යානා පදවන එක විතරද.,All you do is fly the ship.,si,opus_ne_si_en_train.csv,7,7,1.0
තමුසෙ හිතන්නෙ මම මෙතන තනියම ආව කියලද?,You think I came alone.,si,opus_ne_si_en_train.csv,7,5,1.4
දැන් මොන සතාද මාව මේ අපායෙන් එලියට ගන්නේ?,Which animal have I left out?,si,opus_ne_si_en_train.csv,8,6,1.3333333333333333
"යන්න, බහින්න.",Get out.,si,opus_ne_si_en_train.csv,2,2,1.0
මම හිතුවෙ නෑ කාවවත් දකින්න ලැබෙයි කියලා.,"Oh, I didn't think I was gonna find anyone out here.",si,opus_ne_si_en_train.csv,7,11,0.6363636363636364
මම මේමේ එකක්...,I'm a meme.,si,opus_ne_si_en_train.csv,3,3,1.0
"එකක්වත් හොයාගන්න බැරි වුණා∙ පුදුමයි, හරිද?","Can't find one. It's weird, right?",si,opus_ne_si_en_train.csv,6,6,1.0
අපි බලපැවැත්වුවා.,We held.,si,opus_ne_si_en_train.csv,2,2,1.0
"ඔබ නැති නම් මාර්ක් මිය යයි. මම අර්තාපල් රෝපණය, ඉතින්...","Mark dies if you don't. It's been 48 Sols since I planted the potatoes, so... now it's time to reap and re-sow. They grew even better than I expected.",si,opus_ne_si_en_train.csv,10,29,0.3448275862068966
මේ තමයි රොස්ගොබෙල් හාවො.,These are Rhosgobel rabbits.,si,opus_ne_si_en_train.csv,4,4,1.0
- එහෙම වෙන්නම ඕනද?,- Does it really matter?,si,opus_ne_si_en_train.csv,4,5,0.8
අංශක 90ක් හරවලා දෙන්න .,Give me 90 degrees left.,si,opus_ne_si_en_train.csv,5,5,1.0
"ඔව් ,ඔක්කොම.","Yes, everything.",si,opus_ne_si_en_train.csv,2,2,1.0
එහෙම් පිටින්ම තවත් මෘගයෙක්.,Another beast altogether.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
මට ඕනි සමාව ගන්න,I wanted to apologize.,si,opus_ne_si_en_train.csv,4,4,1.0
මේ පිරිම ලමයගේ මේ ගතිගුණ නිසාම .. එයාට නිතරම කරදර සිදුවෙනවා අනුකම්පා වෙන් තොරව ගොඩක්ම එයාගේ අනිත් යාලුවන්ගෙන් .,Because of this boy's apparent shortcomings... he was bullied mercilessly... and relentlessly by the other children.,si,opus_ne_si_en_train.csv,19,16,1.1875
මොන තරම් අනර්ග චීන තාප්පයක්ද.,What a great wall of china.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
මට එයා එක්ක කතා කරන්න දෙන්න.,Let me talk to him.,si,opus_ne_si_en_train.csv,6,5,1.2
फ्रेम अनुक्रम उल्टो,Frame Sequence Reverse,ne,opus_ne_si_en_train.csv,3,3,1.0
ශ්‍රීකුලම් විතරක් ඇද්ද?,is Srikakulam enough?,si,opus_ne_si_en_train.csv,3,3,1.0
ඒක හදනවා.,Fixing the code.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"අප්පා, බලාපල්ලකො මේ හාදයා දිහා.","Oh, take a look at this guy.",si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
සතුටුයි සර්!,happy sir!,si,opus_ne_si_en_train.csv,2,2,1.0
මේ විවාහ කාලය... .,It is the marriage season..,si,opus_ne_si_en_train.csv,4,5,0.8
ඒක අති විශිෂ්ඨයි.,That's brilliant.,si,opus_ne_si_en_train.csv,3,2,1.5
ඊළග පාර චොකලට් ඕන නම් මේක ඉවර වෙනකන් ඉන්න ඕන,"Next time you need a candy bar, maybe you could wait until after the mission",si,opus_ne_si_en_train.csv,10,15,0.6666666666666666
රොබෝ යුද්ද මගේ වැඩයි.. මට වැඩක් නෑ ඔබ ඒක කොච්චර හොදින් හදලා තිබුනත්.. හමුවීම සතුටක්...,"Just stick to my job? Combat robots are my job doc. Rio, Congo, you name it.",si,opus_ne_si_en_train.csv,15,16,0.9375
මට මිනිත්තුවකට ඉඩදෙන්න.,Please excuse me for a moment.,si,opus_ne_si_en_train.csv,3,6,0.5
පෙනුමෙන් නම් බොහෝදුරට නිවැරදියි.,Mostly positive in terms of appearance.,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
आधारभूत पृष्ठ शैली,Basic Page Style,ne,opus_ne_si_en_train.csv,3,3,1.0
මම හිතුවෙ ඔයාට අසනීපයි කියලා එලියට එන්න බැරි තරම්. කතා කරද්දි ෆෝන් එක උස්සන්න බැරි තරම්.,I thought you were too sick to come outside or pick up the phone when I call.,si,opus_ne_si_en_train.csv,16,17,0.9411764705882352
මම ආපහු ගිහින් ඒ කොල්ලගෙ පස්සට ගහනවා.,i'm gonna go back out there and kick that guy's butt.,si,opus_ne_si_en_train.csv,7,11,0.6363636363636364
सबै सन्देश हेडर देखाउनुहोस्View - >,Show all message headers,ne,opus_ne_si_en_train.csv,6,4,1.5
ඔයා හොඳින්ද කියල බලන්නයි ආවේ.,Just wanted to make sure you were okay.,si,opus_ne_si_en_train.csv,5,8,0.625
"""මම දෙව්ලොව පෙන්නනම්""","""l'll show you heaven.""",si,opus_ne_si_en_val.csv,3,4,0.75
- තෝ වල්බල්ලා..,You cocksucker!,si,opus_ne_si_en_train.csv,3,2,1.5
ඔයා තත්පර ගානකින් මැරේවි!,You'll die in seconds!,si,opus_ne_si_en_train.csv,4,4,1.0
सिस्को - ६७०१Stencils,Cisco - 6701,ne,opus_ne_si_en_train.csv,3,3,1.0
"අල්ලගෙන ඉන්න, බබො.","Hold it right there, baby.",si,opus_ne_si_en_train.csv,3,5,0.6
අලුත් ටීචර් මාර හොට් ලු.,"So, I hear the new teacher is really hot.",si,opus_ne_si_en_train.csv,5,9,0.5555555555555556
"අපිට පුළුවන් උනා ශෝව්ව ලුහු බඳින්න ඔයාව සහ ඩොම්ව දාලා ගියහම, නමුත් මේ මිනිහා කපටියි, ඒ නිසා අපිට මිනිහව ලුහු බඳින්න පුළුවන් මෙච්චරයි","We were able to track Shaw after he left you and Dom, but this guy's smart, so we could only track him so far.",si,opus_ne_si_en_train.csv,23,24,0.9583333333333334
ISO सङ्केतन,& ISO encoding,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
- කසාද බදින්න?,- Marry?,si,opus_ne_si_en_train.csv,3,2,1.5
केडीई मेलको कुनै पनि अस्तित्व चलेको फेला परेन ।,No running instance of KMail found.,ne,opus_ne_si_en_train.csv,9,6,1.5
මම අපි දෙන්නටම තැනක් අල්ලගත්තා.,I got us a good spot here.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
"නැ, එයා හොද නැ∙","No, he's not.",si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
අපි අපිට ඕනකරන හැමදෙයක්ම ගත්තා.,We got everything we need.,si,opus_ne_si_en_train.csv,5,5,1.0
බස් එකට?,The bus?,si,opus_ne_si_en_train.csv,2,2,1.0
स्रोत फोल्डर,Assembly Code,ne,opus_ne_si_en_train.csv,2,2,1.0
මම දෙයක් හොයනවා.,I was kind of looking for something.,si,opus_ne_si_en_train.csv,3,7,0.4285714285714285
එයා ඉතාම දරුණු මිනිහෙක් මම දැක්කා එයා පොලිසියේ කෙනෙකුවත් මරන්න හදනවා,He is an extremely dangerous man. I saw him trying to kill a policeman.,si,opus_ne_si_en_train.csv,11,14,0.7857142857142857
දවෙෙනි අවස්ථාවත් නැතිකරගත්තා,You missed the second chance also.,si,opus_ne_si_en_train.csv,3,6,0.5
තමුසේ වගේ විනාසකාරයෙක් අල්ලාහ් දෙවියන්ගේ නමවත් කියන්න සුදුසු නෑ,You the destroyer have no rights to say God's name Allah,si,opus_ne_si_en_train.csv,9,11,0.8181818181818182
अडियो उपकरण कन्फिगरेसन,Audio Tool Configuration,ne,opus_ne_si_en_train.csv,3,3,1.0
අපි දින්නොත් තමයි අනිත් අයත් බේරෙන්නේ.,"Only if we win, everyone will be saved.",si,opus_ne_si_en_train.csv,6,8,0.75
මේක ඊජිප්තුවේ උන්නතිය වෙනුවෙන් වෙන දෙයක්.,This is about Egypt's survival.,si,opus_ne_si_en_train.csv,6,5,1.2
ආපහු මෙහෙම මුරණ්ඩු වුනොත්නම් මට ඔයාව වැඩකට නැති වෙනවා හොඳද.,You are no use to me If you fizz up again.,si,opus_ne_si_en_train.csv,10,11,0.9090909090909092
මට පුළුවන් උදව් කරන්න,I can help.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
ඇයි අපි අනික් පැත්තෙන් උත්සහ කරන්නේ නැත්තේ ?,Why don't you pay me on the other side?,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
අපි ඉන්ධන නවතාලන ආරක්ෂක ස්විචයට වෙඩි තැබුවා,"We were aiming at the same level, by firing shotgun rounds at the fuel stop safety switch.",si,opus_ne_si_en_train.csv,7,17,0.4117647058823529
"ඒක ලොකු ඇතිවෙයි, ඒත් එක්කම ඒක පාරට සමාන්තරවම යනවා.","It's large enough, and it runs parallel to the street.",si,opus_ne_si_en_train.csv,9,10,0.9
මම කැතයි.,I AM UGLY.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
सबै बताउ:,Say All B_y:,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
මම අවුරුදු තුනක්ම හිතාගනෙ හිටියේ∙∙ එයා මැරිලා කියලා හිතාගනෙ,I've spent the last three years thinking... believing that he was dead.,si,opus_ne_si_en_train.csv,9,12,0.75
- ඔයාට බාත් රූම් යන්න ඕනදෙ? - නැ.,- Do you have to go to the bathroom?,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
"එයා මරුනයින් පස්සේ , ඖන්ද්රි කරා හැම දෙයක්ම මේ රෝගයෙන් පෙලෙන අනිත් අයව බේරාගන්න.","And then once she was gone, Audrey did everything she could to help people with the same disease.",si,opus_ne_si_en_train.csv,14,18,0.7777777777777778
හරියට කථා කරනවා...,He talks too much!,si,opus_ne_si_en_train.csv,3,4,0.75
අඩො මම නිකන්!,"Dude, I'm open!",si,opus_ne_si_en_train.csv,3,3,1.0
මගේ වම් පසින් පිරිමි හොස්ටල් එක.,"On my left, the male hostel.",si,opus_ne_si_en_train.csv,6,6,1.0
- එතන හිස් කැබින් එකක් තියේවිද?,"- If there is an empty cabin, that is.",si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
ගින්න ඇතිවිමට හේතුව තවමත් පිරික්සමින් තිබෙන මුත්... . ...හෙයි.,"The cause of the fire is still under investigation, but.... ...Hey.",si,opus_ne_si_en_train.csv,9,11,0.8181818181818182
ඇයි ඔයා එකඟ නැද්ද?,You don't agree?,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
ඒක හරි.,That is right.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
- ඊට පස්සේ මං පහනේ අයිතිකාරයාව මරලා දානවා.,..Then I'll kill the owner of the lamp..,si,opus_ne_si_en_train.csv,8,8,1.0
යාළුවෙක් විතරයි,Just a friend,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"ඔහ්, මගේ දෙවියනේ, මට සමාවෙන්න.","- Oh, my God, I'm so sorry.",si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
මට පොඩ්ඩක් උදව් කරන්න මෙතැන.,Help me over here.,si,opus_ne_si_en_train.csv,5,4,1.25
ඔබම හඳුනාගන්න.,Identify yourself.,si,opus_ne_si_en_train.csv,2,2,1.0
මගේ ස්කුටර් එකත් තියනවා,I have my 2 wheeler too,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
- නෑ ඔයාට යන්න බෑ.,"- No, you can't.",si,opus_ne_si_en_train.csv,5,4,1.25
"නෑ, නමුත් මම දන්නවා ඔබ වැඩ කරන්නේ කාටද කියලා ඔවුන් මාව කපා කොටා බලාවි","No,but i know the people you work for, and they are gonna dissect me",si,opus_ne_si_en_train.csv,14,14,1.0
වැන්දඹු වේලය තමයි ලැබෙන තෑග්ග.,"A widow's veil was your gift, too.",si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
- (තට්ටු කරන හඬ),- (Knocking),si,opus_ne_si_en_train.csv,4,2,2.0
दृश्य क्लोन अनुक्रमित तहमा सञ्चालन हुन सक्दैन ।,Perspective Clone does not operate on indexed layers.,ne,opus_ne_si_en_train.csv,8,8,1.0
"මායාගේ ලොකු අයියා,",Ricky is Maya's older brother.,si,opus_ne_si_en_train.csv,3,5,0.6
"කොහොමද, Wilma.","Welcome, Wilma.",si,opus_ne_si_en_train.csv,2,2,1.0
- මොකද එයා දැනගෙන උන්න එයා නැතුවත් උන් ඒක හදනවා කියලා.,Because he knew they'd do it without him.,si,opus_ne_si_en_train.csv,11,8,1.375
ඒත් කවුද දන්නේ මේ වෙද්දි එයාට මොන මොන කරදර වලට මූණදෙන්න වෙලාද කියලා.,Who knows what terrible things could be happening to her right now.,si,opus_ne_si_en_train.csv,13,12,1.0833333333333333
ඒක නියම අදහස.,"That's good, great idea. I have beautiful eyes.",si,opus_ne_si_en_train.csv,3,8,0.375
न्यूनतम पुन: प्रयोग:,Minimum reuse:,ne,opus_ne_si_en_train.csv,3,2,1.5
අපි තමන්ගේ මත එය වැඩ ජනතාව කැමති නැහැ.,We don't want people working it out on their own.,si,opus_ne_si_en_train.csv,8,10,0.8
